,Answer,inn_act,novelty,inn_prod,size,climate,age,competition,technologe_acq,RD,market,novelty_tech,marketing_inn,organizational_inn,main_ag,Int_property,boss_experience,papers,wifi,MBA,passport,mortgage,green,Type
373,1,1.0,0.14,0.68,7.0,7.0,66.0,2,0,0.59,1,0.22,1.0,1,1.0,1,1,124,0,0,33.4,3.0,2,1
374,0,0.0,0.0,0.0,9.0,2.0,71.0,2,0,0.21,1,0.0,0.0,0,1.0,1,0,109,0,1,39.3,11.3,2,4
375,1,0.0,0.0,0.0,2.0,10.0,37.0,3,0,0.06,1,0.0,0.0,0,1.0,1,0,69,0,0,21.8,5.4,2,2
376,0,0.0,0.0,0.0,2.0,2.0,43.0,1,0,0.0,1,0.0,0.0,0,1.0,0,0,58,0,0,54.3,8.7,2,4
377,1,0.0,0.0,0.0,4.0,8.0,65.0,2,1,0.46,1,0.0,1.0,0,1.0,0,0,90,0,1,11.5,5.9,1,2
378,0,0.0,0.0,0.0,3.0,1.0,63.0,5,0,0.29,2,0.0,1.0,0,1.0,1,0,106,1,0,46.6,9.0,1,4
379,0,0.0,0.0,0.0,2.0,4.0,28.0,5,0,0.0,1,0.0,0.0,1,1.0,0,0,25,1,0,49.3,9.1,1,4
380,1,0.0,0.0,0.0,9.0,8.0,25.0,2,0,0.59,2,0.0,1.0,0,1.0,0,0,0,1,0,22.6,5.9,2,2
381,1,1.0,0.6,0.42,2.0,9.0,57.0,3,1,0.33,2,10.95,1.0,1,1.0,1,1,80,0,0,33.5,11.1,1,1
382,0,1.0,0.15,0.71,9.0,8.0,70.0,5,0,0.14,2,14.68,0.0,1,1.0,0,1,0,0,0,37.4,14.0,1,3
383,1,1.0,0.07,0.24,8.0,7.0,69.0,2,0,0.59,1,3.9,1.0,0,2.0,0,1,0,1,0,33.4,5.5,2,1
384,1,1.0,0.25,0.39,2.0,10.0,63.0,4,0,0.2,2,36.32,1.0,0,1.0,1,1,84,1,0,10.5,3.7,2,1
385,0,0.0,0.0,0.0,2.0,2.0,54.0,3,0,0.34,1,0.0,0.0,0,1.0,0,0,74,0,0,40.9,9.6,1,4
386,1,0.0,0.0,0.0,2.0,7.0,64.0,2,1,0.04,1,0.0,1.0,0,1.0,0,0,53,1,0,39.4,11.5,1,2
387,1,1.0,0.05,0.35,8.0,8.0,48.0,3,0,0.58,5,34.76,1.0,0,1.0,0,1,92,0,1,25.6,11.3,1,1
388,0,1.0,0.08,0.74,7.0,6.0,57.0,5,0,0.58,1,30.63,0.0,0,1.0,0,1,0,0,0,64.8,14.7,1,3
389,0,0.0,0.0,0.0,8.0,3.0,54.0,5,0,0.0,1,0.0,0.0,0,1.0,1,0,5,1,0,74.5,8.8,1,4
390,0,0.0,0.0,0.0,7.0,8.0,58.0,4,0,0.0,2,0.0,0.0,0,1.0,0,0,88,0,0,39.9,0.9,1,4
391,1,1.0,0.18,0.42,2.0,7.0,63.0,3,0,0.52,2,22.96,0.0,0,1.0,1,1,66,0,0,13.0,15.6,1,1
392,1,0.0,0.0,0.0,6.0,9.0,40.0,4,1,0.13,1,0.0,1.0,0,1.0,1,0,10,0,0,12.5,6.3,2,2
393,1,0.0,0.0,0.0,7.0,7.0,63.0,2,0,0.09,2,0.0,1.0,1,1.0,1,0,68,1,0,11.8,1.6,1,2
394,0,0.0,0.0,0.0,4.0,4.0,30.0,5,0,0.0,2,0.0,0.0,1,1.0,0,0,0,1,0,45.2,18.9,1,4
395,1,1.0,0.15,0.38,1.0,3.0,40.0,4,0,0.35,2,0.44,1.0,1,3.0,1,1,0,0,0,23.6,3.3,2,1
396,0,1.0,0.1,0.89,6.0,10.0,47.0,1,0,0.61,2,0.72,0.0,0,1.0,0,1,133,0,0,65.9,15.8,1,3
397,1,1.0,0.53,0.37,3.0,5.0,42.0,3,1,0.52,2,40.95,1.0,1,2.0,1,1,76,1,0,8.0,6.4,3,1
398,1,0.0,0.0,0.0,1.0,5.0,42.0,3,0,0.46,1,0.0,1.0,0,1.0,1,0,93,0,0,23.7,11.8,1,2
399,0,0.0,0.0,0.0,1.0,1.0,69.0,2,0,0.0,1,0.0,1.0,0,1.0,1,0,61,0,0,37.8,7.9,2,4
400,1,1.0,0.14,0.51,7.0,5.0,47.0,3,0,0.19,3,0.14,1.0,1,1.0,1,1,90,1,0,24.1,7.3,1,1
401,1,1.0,0.63,0.66,3.0,1.0,55.0,4,0,0.3,1,0.44,1.0,1,3.0,0,1,65,0,0,22.5,14.0,2,1
402,0,0.0,0.0,0.0,8.0,3.0,69.0,4,0,0.0,1,0.0,0.0,0,1.0,1,0,0,0,0,47.6,1.1,1,4
403,1,1.0,0.2,0.38,3.0,6.0,36.0,3,0,0.32,2,20.21,0.0,1,2.0,0,1,25,0,0,13.1,12.7,2,1
404,1,0.0,0.0,0.0,1.0,3.0,68.0,2,0,0.4,1,0.0,1.0,1,1.0,1,0,0,0,0,39.7,14.8,2,2
405,0,0.0,0.0,0.0,4.0,2.0,27.0,5,0,0.4,1,0.0,0.0,0,1.0,1,0,130,0,0,68.3,11.3,1,4
406,0,0.0,0.0,0.0,3.0,1.0,65.0,5,0,0.0,1,0.0,0.0,1,1.0,0,0,84,0,0,64.0,2.3,1,4
407,0,0.0,0.0,0.0,8.0,4.0,65.0,3,1,0.4,1,0.0,0.0,1,1.0,0,0,29,0,0,42.7,3.9,1,4
408,0,0.0,0.0,0.0,1.0,4.0,45.0,1,0,0.13,1,0.0,0.0,0,1.0,1,0,12,0,0,64.7,5.5,2,4
409,0,0.0,0.0,0.0,7.0,5.0,63.0,4,0,0.37,2,0.0,0.0,0,1.0,0,0,44,0,0,64.6,10.0,2,4
410,0,0.0,0.0,0.0,2.0,4.0,37.0,1,0,0.0,1,0.0,1.0,1,1.0,1,0,94,0,0,53.7,17.8,2,4
411,1,0.0,0.0,0.0,7.0,6.0,52.0,2,0,0.1,1,0.0,0.0,0,1.0,1,0,105,0,0,25.0,8.7,1,2
412,0,1.0,0.12,0.54,9.0,3.0,59.0,2,0,0.55,1,0.47,1.0,1,1.0,0,1,116,1,0,81.8,13.6,1,3
413,1,1.0,0.2,0.41,2.0,8.0,32.0,4,0,0.18,2,5.99,0.0,1,1.0,1,1,0,0,1,23.8,2.1,1,1
414,0,0.0,0.0,0.0,5.0,4.0,26.0,5,0,0.08,2,0.0,0.0,0,1.0,0,0,101,0,0,44.5,7.6,1,4
415,1,1.0,0.29,0.58,3.0,7.0,64.0,2,0,0.49,1,17.77,1.0,0,1.0,1,1,0,0,0,18.2,12.1,1,1
416,1,0.0,0.0,0.0,5.0,5.0,36.0,2,0,0.64,2,0.0,1.0,0,1.0,0,0,110,0,0,30.5,11.1,2,2
417,1,0.0,0.0,0.0,8.0,10.0,51.0,2,1,0.37,1,0.0,0.0,0,1.0,0,0,120,1,0,26.4,13.4,2,2
418,0,1.0,0.14,0.56,3.0,8.0,70.0,2,0,0.29,2,0.69,1.0,1,1.0,0,1,80,0,0,33.8,5.2,2,3
419,0,0.0,0.0,0.0,6.0,2.0,39.0,2,1,0.0,1,0.0,0.0,0,1.0,0,0,0,1,0,52.6,8.9,1,4
420,1,1.0,0.63,0.33,2.0,6.0,64.0,4,1,0.14,2,30.62,0.0,1,1.0,0,1,53,0,0,14.0,14.7,1,1
421,0,0.0,0.0,0.0,6.0,0.0,40.0,3,0,0.0,2,0.0,0.0,0,1.0,1,0,0,1,0,43.0,1.3,1,4
422,1,0.0,0.0,0.0,4.0,3.0,59.0,2,1,0.18,1,0.0,1.0,0,1.0,0,0,0,0,1,20.7,4.0,1,2
423,0,0.0,0.0,0.0,3.0,8.0,63.0,2,0,0.0,2,0.0,0.0,0,1.0,0,0,0,1,0,69.1,17.2,2,4
424,0,0.0,0.0,0.0,7.0,4.0,53.0,1,0,0.0,1,0.0,1.0,0,1.0,0,0,70,0,1,63.3,14.7,1,4
425,0,1.0,0.1,0.78,6.0,4.0,39.0,1,0,0.38,2,34.93,1.0,0,1.0,0,1,0,1,0,26.9,18.8,2,3
426,1,1.0,0.46,0.3,1.0,7.0,25.0,2,1,0.05,1,22.69,0.0,0,1.0,0,1,0,0,0,9.1,9.8,2,1
427,0,0.0,0.0,0.0,8.0,1.0,50.0,5,0,0.0,2,0.0,0.0,0,1.0,0,0,33,0,0,39.7,7.9,2,4
428,1,1.0,0.14,0.4,9.0,6.0,35.0,4,0,0.47,4,13.59,1.0,0,1.0,0,1,40,0,0,22.9,16.4,1,1
429,0,0.0,0.0,0.0,1.0,4.0,27.0,2,0,0.26,1,0.0,0.0,0,1.0,0,0,19,0,0,50.7,3.1,2,4
430,0,1.0,0.1,0.21,1.0,7.0,68.0,2,0,0.18,2,23.87,0.0,1,1.0,0,1,0,0,0,60.7,2.5,2,3
431,1,1.0,0.28,0.17,3.0,8.0,65.0,1,1,0.66,1,0.14,1.0,1,1.0,1,1,0,0,0,14.0,6.6,2,1
432,0,0.0,0.0,0.0,9.0,3.0,41.0,5,0,0.0,2,0.0,1.0,1,1.0,1,0,0,0,0,28.4,2.6,2,4
433,0,1.0,0.02,0.04,2.0,1.0,44.0,2,0,0.1,1,6.8,1.0,1,1.0,0,1,126,0,0,65.8,11.3,1,3
434,1,1.0,0.43,0.5,2.0,3.0,69.0,4,1,0.45,2,1.66,1.0,1,2.0,0,1,78,0,0,13.0,7.2,2,1
435,0,0.0,0.0,0.0,4.0,3.0,72.0,2,0,0.22,1,0.0,0.0,1,1.0,1,0,0,0,0,48.0,1.5,1,4
436,0,0.0,0.0,0.0,5.0,3.0,33.0,3,0,0.0,2,0.0,0.0,0,1.0,1,0,0,1,0,51.8,13.7,1,4
437,1,1.0,0.06,0.18,4.0,10.0,30.0,4,0,0.31,1,65.98,1.0,0,1.0,1,1,33,0,0,5.7,2.6,1,1
438,0,0.0,0.0,0.0,6.0,3.0,65.0,1,0,0.08,2,0.0,0.0,1,1.0,1,0,97,1,0,50.6,12.7,1,4
439,0,1.0,0.08,0.32,5.0,7.0,44.0,5,0,0.15,1,2.35,1.0,1,1.0,1,1,0,1,0,37.9,9.9,2,3
440,1,1.0,0.31,0.24,3.0,8.0,69.0,2,1,0.56,1,4.72,0.0,1,1.0,1,1,0,0,0,18.3,4.2,1,1
441,1,0.0,0.0,0.0,6.0,9.0,53.0,3,0,0.63,1,0.0,0.0,0,1.0,0,0,49,0,0,24.6,1.6,2,2
442,0,1.0,0.19,0.7,6.0,5.0,50.0,2,0,0.63,1,0.33,1.0,1,1.0,0,1,26,0,0,55.0,2.5,2,3
443,1,1.0,0.21,0.62,3.0,7.0,52.0,2,0,0.25,1,11.14,1.0,1,1.0,0,1,0,1,0,34.6,7.7,1,1
444,0,0.0,0.0,0.0,1.0,4.0,40.0,4,0,0.0,1,0.0,0.0,0,1.0,0,0,0,0,1,79.0,9.8,2,4
445,0,0.0,0.0,0.0,9.0,3.0,42.0,5,0,0.26,1,0.0,1.0,0,1.0,0,0,104,0,0,34.7,7.0,1,4
446,0,0.0,0.0,0.0,5.0,2.0,26.0,3,0,0.0,2,0.0,1.0,0,1.0,0,0,49,1,0,64.3,2.6,1,4
447,0,1.0,0.04,0.11,2.0,0.0,32.0,5,1,0.3,1,6.44,0.0,0,1.0,0,1,0,1,0,70.8,12.0,2,3
448,0,0.0,0.0,0.0,9.0,4.0,46.0,4,0,0.19,1,0.0,0.0,1,1.0,0,0,20,0,0,60.8,7.2,1,4
449,0,1.0,0.14,0.25,1.0,0.0,46.0,2,0,0.3,1,0.69,0.0,1,1.0,0,1,72,0,0,54.2,12.3,1,3
450,1,0.0,0.0,0.0,6.0,4.0,37.0,2,0,0.31,1,0.0,0.0,0,1.0,1,0,46,0,0,33.5,10.7,1,2
451,0,1.0,0.1,0.55,6.0,9.0,41.0,5,0,0.06,1,35.84,1.0,1,1.0,0,1,0,0,0,63.9,0.8,1,3
452,1,1.0,0.56,0.53,2.0,6.0,49.0,4,0,0.16,1,2.59,0.0,1,5.0,1,1,0,0,0,33.7,14.9,4,1
453,1,0.0,0.0,0.0,5.0,6.0,45.0,2,1,0.59,1,0.0,1.0,0,1.0,1,0,0,0,0,39.5,13.4,1,2
454,1,0.0,0.0,0.0,8.0,1.0,52.0,2,0,0.21,2,0.0,1.0,0,1.0,0,0,0,0,0,30.7,18.0,2,2
455,1,0.0,0.0,0.0,3.0,7.0,68.0,3,1,0.56,2,0.0,1.0,0,1.0,1,0,51,0,0,7.7,5.7,2,2
456,0,0.0,0.0,0.0,5.0,3.0,42.0,5,0,0.0,2,0.0,0.0,0,1.0,0,0,0,0,0,56.9,10.9,2,4
457,1,1.0,0.28,0.82,5.0,9.0,34.0,2,0,0.56,3,25.39,1.0,1,1.0,1,1,80,0,0,8.8,16.0,1,1
458,1,1.0,0.17,0.5,1.0,7.0,49.0,5,0,0.34,1,43.69,1.0,0,1.0,1,1,0,0,0,15.4,6.2,2,1
459,1,1.0,0.32,0.15,2.0,1.0,28.0,3,0,0.57,2,0.51,1.0,0,1.0,0,1,43,1,0,12.3,12.4,2,1
460,1,0.0,0.0,0.0,6.0,6.0,26.0,2,1,0.51,1,0.0,0.0,1,1.0,0,0,0,0,0,22.3,3.9,1,2
461,0,0.0,0.0,0.0,2.0,1.0,48.0,4,0,0.19,1,0.0,0.0,1,1.0,1,0,15,0,0,30.3,15.0,2,4
462,1,1.0,0.59,0.7,3.0,6.0,39.0,4,1,0.19,2,0.43,1.0,0,1.0,0,1,0,0,0,25.0,1.0,1,1
463,1,1.0,0.29,0.15,3.0,4.0,42.0,3,1,0.14,1,41.97,0.0,1,3.0,1,1,0,0,0,20.1,2.3,1,1
464,0,1.0,0.04,0.54,6.0,1.0,60.0,1,0,0.66,2,0.48,1.0,0,1.0,0,1,20,0,0,63.7,13.0,2,3
465,0,0.0,0.0,0.0,3.0,2.0,47.0,3,0,0.37,2,0.0,1.0,1,1.0,1,0,101,0,0,74.2,8.5,2,4
466,0,0.0,0.0,0.0,3.0,9.0,45.0,5,0,0.14,1,0.0,0.0,1,1.0,1,0,0,0,0,34.9,18.6,1,4
467,0,0.0,0.0,0.0,6.0,3.0,68.0,2,0,0.33,2,0.0,1.0,0,1.0,0,0,0,0,0,31.1,1.1,2,4
468,1,1.0,0.47,0.24,2.0,6.0,67.0,3,0,0.06,1,19.64,1.0,0,1.0,1,1,0,0,0,19.0,8.3,1,1
469,0,0.0,0.0,0.0,9.0,2.0,59.0,3,0,0.0,2,0.0,0.0,1,1.0,1,0,0,0,1,84.8,4.3,1,4
470,1,1.0,0.64,0.75,3.0,9.0,72.0,2,0,0.46,2,34.9,1.0,0,1.0,1,1,0,0,0,20.7,2.5,2,1
471,0,1.0,0.14,0.51,6.0,5.0,40.0,1,1,0.42,1,1.98,1.0,0,1.0,0,1,40,0,0,39.1,4.6,1,3
472,1,0.0,0.0,0.0,6.0,7.0,23.0,5,1,0.45,2,0.0,1.0,0,1.0,0,0,0,0,0,4.7,7.2,1,2
473,0,0.0,0.0,0.0,7.0,8.0,68.0,2,0,0.03,2,0.0,0.0,1,1.0,1,0,0,0,0,68.3,0.5,2,4
474,1,1.0,0.23,0.67,6.0,7.0,68.0,3,0,0.6,5,0.38,1.0,1,1.0,1,1,0,0,0,12.0,12.6,1,1
475,0,0.0,0.0,0.0,6.0,4.0,61.0,2,1,0.0,2,0.0,0.0,0,1.0,1,0,0,0,0,30.4,10.4,1,4
476,1,1.0,0.13,0.67,7.0,3.0,65.0,2,1,0.35,4,60.44,1.0,0,2.0,1,1,100,0,0,19.8,1.0,2,1
477,0,0.0,0.0,0.0,5.0,1.0,59.0,3,0,0.0,1,0.0,0.0,1,1.0,0,0,0,1,0,40.6,17.1,1,4
478,0,1.0,0.01,0.52,6.0,0.0,52.0,1,0,0.53,2,44.54,0.0,0,1.0,0,1,0,0,0,52.6,5.9,1,3
479,1,1.0,0.11,0.57,8.0,8.0,54.0,4,0,0.23,1,22.97,1.0,1,2.0,0,1,24,0,0,16.1,2.3,2,1
480,0,0.0,0.0,0.0,1.0,10.0,24.0,3,0,0.0,2,0.0,0.0,1,1.0,1,0,0,0,0,54.5,7.3,2,4
481,1,0.0,0.0,0.0,2.0,7.0,72.0,3,0,0.07,1,0.0,1.0,0,1.0,1,0,0,0,0,30.5,18.5,2,2
482,0,0.0,0.0,0.0,4.0,10.0,67.0,1,0,0.03,1,0.0,0.0,0,1.0,1,0,83,0,1,41.1,14.8,2,4
483,0,1.0,0.13,0.07,3.0,1.0,29.0,5,0,0.5,1,46.75,0.0,1,1.0,0,1,0,0,0,39.6,8.9,1,3
484,1,1.0,0.02,0.35,5.0,6.0,60.0,2,0,0.16,3,21.9,1.0,0,1.0,0,1,77,1,0,19.3,1.8,1,1
485,0,0.0,0.0,0.0,2.0,3.0,51.0,5,0,0.0,1,0.0,0.0,1,1.0,1,0,0,1,0,58.5,15.7,1,4
486,0,0.0,0.0,0.0,4.0,2.0,27.0,1,0,0.0,1,0.0,1.0,0,1.0,0,0,72,1,0,47.8,12.4,2,4
487,1,1.0,0.16,0.2,2.0,7.0,45.0,4,1,0.05,2,8.77,1.0,0,1.0,0,1,0,0,0,38.7,8.3,2,1
488,1,1.0,0.14,0.52,3.0,8.0,43.0,4,0,0.26,1,30.86,0.0,0,2.0,1,1,50,0,0,13.0,12.1,1,1
489,0,0.0,0.0,0.0,9.0,1.0,67.0,2,0,0.43,1,0.0,0.0,0,1.0,1,0,0,0,0,41.6,14.1,2,4
490,0,0.0,0.0,0.0,1.0,4.0,70.0,3,0,0.33,1,0.0,1.0,0,1.0,0,0,35,0,0,61.6,4.0,2,4
491,1,1.0,0.35,0.8,3.0,10.0,62.0,3,0,0.47,1,34.58,1.0,1,1.0,0,1,47,0,0,27.1,16.7,2,1
492,1,1.0,0.29,0.41,2.0,1.0,61.0,2,1,0.44,1,66.2,0.0,0,4.0,0,1,0,0,0,24.6,17.0,2,1
493,0,1.0,0.05,0.86,7.0,10.0,48.0,1,0,0.28,1,14.67,1.0,1,1.0,0,1,6,1,0,51.4,13.3,1,3
494,0,0.0,0.0,0.0,4.0,2.0,55.0,1,0,0.43,1,0.0,1.0,0,1.0,0,0,0,1,0,59.0,15.2,1,4
495,0,1.0,0.05,0.45,7.0,3.0,52.0,5,0,0.5,1,47.4,0.0,0,1.0,0,1,0,1,0,58.2,0.0,1,3
496,0,0.0,0.0,0.0,6.0,5.0,72.0,1,0,0.33,1,0.0,0.0,0,1.0,1,0,0,0,0,40.5,9.3,2,4
497,1,1.0,0.65,0.66,3.0,6.0,43.0,4,1,0.64,2,31.28,0.0,0,1.0,0,1,0,0,0,33.0,17.9,1,1
498,1,1.0,0.18,0.85,9.0,10.0,34.0,4,1,0.4,3,50.14,1.0,0,1.0,1,1,43,0,0,15.2,3.4,2,1
499,1,0.0,0.0,0.0,3.0,3.0,37.0,3,0,0.34,1,0.0,1.0,0,1.0,0,0,83,0,0,40.4,15.6,2,2
500,1,0.0,0.0,0.0,3.0,5.0,40.0,3,1,0.66,2,0.0,1.0,1,1.0,0,0,69,0,0,29.5,4.4,1,2
501,0,1.0,0.21,0.33,2.0,0.0,64.0,5,0,0.29,1,0.08,1.0,1,1.0,0,1,0,0,0,35.2,16.9,2,3
502,1,1.0,0.07,0.06,4.0,8.0,35.0,4,1,0.53,2,11.55,0.0,0,1.0,1,1,0,0,0,21.6,3.5,2,1
503,1,1.0,0.55,0.77,6.0,7.0,23.0,2,1,0.51,5,6.73,1.0,1,1.0,1,1,25,1,0,44.7,7.2,2,1
504,0,1.0,0.04,0.58,5.0,3.0,31.0,2,0,0.35,2,18.59,1.0,0,1.0,0,1,26,0,0,36.5,5.7,1,3
505,1,1.0,0.27,0.75,4.0,7.0,61.0,1,0,0.21,2,36.43,1.0,0,1.0,1,1,66,0,0,23.4,17.4,2,1
506,0,0.0,0.0,0.0,3.0,5.0,67.0,1,0,0.19,1,0.0,0.0,0,1.0,0,0,0,1,0,41.0,6.9,2,4
507,1,1.0,0.24,0.8,2.0,10.0,26.0,3,0,0.15,1,22.9,0.0,0,5.0,0,1,79,0,0,27.3,5.3,3,1
508,1,1.0,0.66,0.15,3.0,8.0,53.0,4,0,0.57,2,58.4,1.0,0,1.0,1,1,24,0,0,19.8,12.6,2,1
509,0,0.0,0.0,0.0,5.0,1.0,70.0,3,0,0.42,2,0.0,0.0,0,1.0,0,0,0,0,0,42.8,10.6,1,4
510,0,0.0,0.0,0.0,7.0,3.0,61.0,2,0,0.13,1,0.0,0.0,0,1.0,0,0,89,0,0,56.4,4.7,2,4
511,0,0.0,0.0,0.0,8.0,2.0,58.0,3,0,0.0,1,0.0,0.0,0,1.0,1,0,51,0,0,48.8,14.3,1,4
512,0,0.0,0.0,0.0,6.0,3.0,51.0,2,0,0.07,2,0.0,0.0,0,1.0,1,0,0,0,0,33.6,3.4,2,4
513,0,1.0,0.14,0.72,9.0,2.0,36.0,1,0,0.67,1,20.59,0.0,1,1.0,1,1,0,0,0,57.6,8.1,1,3
514,1,1.0,0.03,0.81,8.0,8.0,49.0,4,1,0.16,3,47.56,1.0,1,1.0,0,1,13,0,0,31.4,14.5,1,1
515,1,1.0,0.08,0.52,8.0,6.0,52.0,3,0,0.43,3,2.3,0.0,1,1.0,0,1,0,0,0,28.7,8.2,1,1
516,0,0.0,0.0,0.0,3.0,3.0,55.0,2,0,0.38,1,0.0,0.0,0,1.0,0,0,47,0,0,71.5,15.4,1,4
517,1,1.0,0.36,0.92,4.0,7.0,68.0,2,0,0.42,1,42.99,1.0,0,1.0,1,1,0,0,0,28.6,0.4,2,1
518,0,0.0,0.0,0.0,6.0,9.0,46.0,3,0,0.07,2,0.0,0.0,1,1.0,1,0,0,0,0,44.8,2.2,2,4
519,0,0.0,0.0,0.0,6.0,8.0,45.0,2,0,0.0,1,0.0,0.0,0,1.0,0,0,53,0,0,61.5,1.7,1,4
520,1,1.0,0.48,0.29,3.0,8.0,32.0,3,1,0.35,2,15.97,0.0,0,1.0,0,1,0,1,0,40.4,1.2,2,1
521,0,0.0,0.0,0.0,6.0,8.0,55.0,1,0,0.43,1,0.0,0.0,0,1.0,1,0,81,0,0,50.1,8.8,2,4
522,1,1.0,0.27,0.88,3.0,7.0,41.0,3,1,0.22,2,61.65,0.0,1,1.0,0,1,0,1,1,34.6,0.6,1,1
523,1,1.0,0.44,0.89,2.0,10.0,68.0,4,1,0.23,1,10.25,0.0,1,2.0,1,1,10,1,0,19.2,16.4,1,1
524,1,1.0,0.18,0.08,1.0,8.0,52.0,3,0,0.41,2,45.99,1.0,0,1.0,1,1,0,0,0,8.3,18.6,2,1
525,1,1.0,0.32,0.79,6.0,10.0,45.0,2,0,0.07,4,13.95,1.0,1,3.0,1,1,0,0,0,25.5,10.1,3,1
526,1,1.0,0.4,0.59,3.0,7.0,53.0,2,1,0.67,2,5.24,0.0,0,1.0,0,1,49,0,0,44.6,4.7,1,1
527,0,0.0,0.0,0.0,9.0,9.0,70.0,2,0,0.0,1,0.0,0.0,0,1.0,0,0,20,0,1,45.8,4.1,1,4
528,0,0.0,0.0,0.0,2.0,0.0,65.0,3,0,0.0,2,0.0,0.0,0,1.0,1,0,0,0,0,60.9,3.2,2,4
529,1,0.0,0.0,0.0,5.0,1.0,50.0,3,1,0.38,1,0.0,1.0,0,1.0,1,0,0,0,0,8.1,15.9,1,2
530,1,0.0,0.0,0.0,4.0,6.0,71.0,3,0,0.35,1,0.0,0.0,0,1.0,0,0,0,0,0,44.0,17.6,2,2
531,0,0.0,0.0,0.0,7.0,6.0,57.0,3,0,0.02,1,0.0,0.0,0,1.0,1,0,45,1,0,34.7,11.6,1,4
532,1,1.0,0.79,0.82,3.0,1.0,36.0,2,1,0.1,1,23.96,1.0,1,5.0,0,1,0,0,0,24.6,10.2,5,1
533,0,0.0,0.0,0.0,9.0,4.0,70.0,3,0,0.0,1,0.0,0.0,1,1.0,1,0,0,1,0,38.9,1.5,1,4
534,1,1.0,0.37,0.24,3.0,9.0,38.0,2,0,0.18,2,42.75,1.0,0,2.0,0,1,29,0,0,6.9,5.4,1,1
535,0,0.0,0.0,0.0,7.0,4.0,67.0,3,0,0.0,1,0.0,0.0,0,1.0,1,0,4,1,0,22.7,6.1,2,4
536,0,0.0,0.0,0.0,2.0,1.0,27.0,4,0,0.13,1,0.0,0.0,1,1.0,0,0,116,1,0,47.7,13.9,1,4
537,0,0.0,0.0,0.0,6.0,0.0,56.0,3,0,0.43,2,0.0,1.0,0,1.0,0,0,96,0,0,43.8,6.0,1,4
538,1,1.0,0.19,0.8,3.0,2.0,52.0,4,1,0.35,1,26.69,0.0,0,1.0,1,1,42,0,0,18.7,5.9,1,1
539,0,0.0,0.0,0.0,8.0,4.0,57.0,5,0,0.42,1,0.0,0.0,1,1.0,0,0,34,0,0,45.5,10.2,1,4
540,1,0.0,0.0,0.0,5.0,2.0,52.0,2,1,0.57,1,0.0,0.0,0,1.0,0,0,63,0,0,16.5,17.4,1,2
541,0,1.0,0.12,0.35,1.0,1.0,40.0,3,0,0.65,2,0.08,1.0,0,1.0,0,1,0,0,0,36.6,0.2,1,3
542,0,0.0,0.0,0.0,5.0,0.0,70.0,2,0,0.08,2,0.0,0.0,0,1.0,0,0,22,0,0,70.6,8.2,1,4
543,0,0.0,0.0,0.0,1.0,0.0,43.0,1,0,0.0,2,0.0,0.0,0,1.0,0,0,78,0,0,58.6,16.7,1,4
544,1,1.0,0.26,0.45,1.0,8.0,34.0,4,0,0.1,2,8.67,1.0,1,1.0,1,1,0,1,0,14.2,17.5,1,1
545,0,0.0,0.0,0.0,8.0,0.0,66.0,4,0,0.31,1,0.0,0.0,0,1.0,0,0,40,0,0,47.8,8.1,2,4
546,0,0.0,0.0,0.0,8.0,0.0,67.0,3,0,0.31,2,0.0,1.0,0,1.0,0,0,0,0,0,43.0,3.4,1,4
547,1,0.0,0.0,0.0,6.0,4.0,71.0,3,1,0.08,1,0.0,1.0,0,1.0,0,0,62,0,0,12.3,1.4,2,2
548,0,0.0,0.0,0.0,7.0,3.0,66.0,4,1,0.32,2,0.0,1.0,0,1.0,0,0,0,0,0,48.6,3.2,2,4
549,1,1.0,0.22,0.2,2.0,10.0,53.0,4,1,0.61,2,31.29,1.0,1,1.0,0,1,0,0,0,42.9,10.3,1,1
550,1,0.0,0.0,0.0,3.0,10.0,54.0,3,0,0.46,1,0.0,1.0,0,1.0,0,0,0,0,0,28.0,11.4,1,2
551,0,0.0,0.0,0.0,7.0,0.0,63.0,2,0,0.0,1,0.0,0.0,1,1.0,1,0,0,1,0,57.3,0.8,2,4
552,0,1.0,0.1,0.41,1.0,1.0,27.0,3,0,0.05,1,64.27,1.0,0,1.0,0,1,68,0,0,59.6,12.5,1,3
553,0,1.0,0.14,0.76,6.0,9.0,53.0,1,0,0.65,1,22.48,0.0,1,1.0,0,1,0,0,0,71.4,18.0,2,3
554,0,0.0,0.0,0.0,5.0,3.0,65.0,1,0,0.0,1,0.0,0.0,1,1.0,1,0,0,1,0,64.6,15.6,2,4
555,0,0.0,0.0,0.0,7.0,1.0,65.0,4,0,0.23,1,0.0,1.0,1,1.0,1,0,76,1,0,56.6,2.8,2,4
556,1,1.0,0.11,0.26,3.0,6.0,54.0,4,1,0.64,1,10.65,0.0,1,3.0,0,1,0,0,1,23.3,6.0,2,1
557,1,0.0,0.0,0.0,5.0,4.0,24.0,3,1,0.44,2,0.0,0.0,1,1.0,0,0,0,0,0,24.0,16.1,2,2
558,1,1.0,0.06,0.61,7.0,6.0,52.0,3,1,0.21,4,28.6,0.0,1,3.0,0,1,0,0,0,26.5,9.4,4,1
559,0,1.0,0.07,0.48,6.0,4.0,40.0,5,0,0.3,2,9.35,0.0,0,1.0,0,1,0,0,0,45.4,9.7,2,3
